post_id,text,label_gt
3lz5h64aogc2t,"That is what CRISPR research is about which focuses on mRNA is solving mutations which is cancer simplified.   Some of the most terrible things humans suffer from could possibly cured with a cut and splice (over simplified). A cure with no organ damage from chemo would be a miracle.",potential-unverified-cure
3lymod35ue62q,"mRNA vaccines were basically the stuff of science fiction a decade ago, a ""miracle cure"". Now they're being developed as treatments for not just COVID but HIV, Zika virus, and many types of cancer.",potential-unverified-cure
3lyl3y4ztf22g,"Kaempferol is great! It's even named after some random German naturalist! Miracle cure against inflammation and even used for cancer treatment. 10/10, great drug, totally legit. And chitosan nanostuff just makes it so much better!",unverified-supplement-claims
3lyhtkd6eeb2l,"The almost unbelievable story of New Zealand’s greatest conman  https://www.newsbeep.com/au/132340/  In 1968 a mysterious man arrived in New Zealand and soon after was promising a miracle cancer cure.…",potential-unverified-cure
3ly6fd4lmrm32,"""Every day I overhear bad health advice: 'Drink vinegar every day and you'll never get sick.' 'There's a miracle cancer drug in Mexico the government doesn't want us to know about.' 'Put magnets in your shoes to cure your arthritis.' And every day I see and hear the voices of deniers in the 

$$…$$

",potential-unsafe-medication-advice
3lxlbebt36223,"Maggers are still selling ivermectin as a cure all. A YouTube account guy with terminal cancer is getting lots of recommendations to take dog and horse wormer with anecdotes about miracle cures. Then I found this:",potential-unsafe-medication-advice
3lxgi24y6jc2m,"The stuff my partner is working on is literal miracle level stuff. A cure for genetic issues like sickle cell along with cancer and HIV should they get it working.  Flip side is those cures are gonna start at six figures. Oh and one of the possible (likely) side effects is leukemia.",potential-unverified-cure
3lx44dz3nfs2n,"A Lady I knew from Cameroon talked about this drug being in their arsenal but it was solely for the parasites that are found all over in their water from the rivers and lakes. Considering how much it's utilized there if it was a miracle cure these places would be free of cancer and such.",potential-unsafe-medication-advice
3lwmqirinbs2w,"Discovered by Marie and Pierre Curie in 1898, radium was initially hailed as a miracle substance, marketed in products like cosmetics, toothpaste, health tonics, and even food items, believed to cure ailments from cancer to impotence. www.cookiesandcowpies.com/radium-in-th...",potential-unsafe-medication-advice
3lwmpi6oevn2o,"Can Alkaline water prevent or cure cancer:?Top oncologist explains – Times of India  Walk down any supermarket aisle or scroll through wellness influencers’ feeds, and find alkaline water marketed as a miracle drink.Alkaline water with promises ranging from boosting energy and slowing aging to…",unverified-supplement-claims
3lwmo7l4cjg2v,"Can Alkaline water prevent or cure cancer:?Top oncologist explains – Times of India  Walk down any supermarket aisle or scroll through wellness influencers’ feeds, and find alkaline water marketed as a miracle drink.Alkaline water with promises ranging from boosting energy and slowing aging to…",unverified-supplement-claims
3lvmft3ggqc2w,"Start at the beginning and work your way down lol. Good place to start is the bullshit about the Hunza diet and their supposed long life spans. Also the claim that they were cancer free. All bullshit, and it’s the crux of the entire argument being made for the supposed cancer miracle cure.",risky-fasting-detox-content
3luhu3jhmfc2d,"I don't think I know too many people personally on here, so this may just disappear into the ether. But just in case, some personal news:",potential-unverified-cure
3ltmzuzpqxc2u,"A dusty, spore-laden terror that activates the moment some poor fool pries open the tomb without permission. Here’s the kicker: it has properties that cure cancer. That’s right. This tomb mold is both miracle and menace.  www.thetimes.com/uk/science/a...",potential-unverified-cure
3ltbs27p4hc2p,"Agree, although not just false hope but also blame...if they can, why can't you do this?  At the same time, where there are effective treatments, it risks causing people to not use these as they prefer the ""natural"" miracle cure (see the many vaccine and cancer examples).",potential-unverified-cure
3lt3or2wo422j,"Meet the influencers who say drinking bleach is a miracle cure-all The ‘bleacher movement’ claims chlorine dioxide can remedy everything from measles to cancer, HIV and autism. Scientists disagree ChristinaDominguez . I am new to it and don’t know much, but I’m a believer.”( Don’t do this folks)",potential-unsafe-medication-advice
3lsxknspwws2z,"And they made damn sure George when they shut down on all that virus and cancer research..Aint gonna be no miracle  cure for human greed and depravity !..🙃",potential-unverified-cure
3lsiax62cjc2k,"Opened it for the first time in close to a year and immediately got shown a post about the miracle cancer cure of ivermectin,jbarrow13.bsky.social,at://did:plc:76mvqa7aodroiuab4puumy57/app.bsky.feed.post/3lsiax62cjc2k",potential-unsafe-medication-advice
3lseoylvwd223,"🫠",potential-unverified-cure
3lsbrgtzif223,"I had a coworker in FL who kept bags apricot kernels, claiming it was some cure-all miracle eschewed by traditional medics. She gave a friend and I some when we visited. Also an anti-vaxxer, he insisted she was brilliant. Bitter, nasty stuff, I did my research and tossed them. She died of cancer.",unverified-supplement-claims
3ls7azpc74c2u,"Let's not forget, as we bomb Iran, that trump has big plans for a ""miracle cure for autism, cancer and Covid,"" which I'm sure he will market for about $1,000 per bottle. This bastard has NO concern for human life. #usstrikesiran #autism #cancer #covid   www.theguardian.com/us-news/2025...",potential-unverified-cure
3lrsgx26duk2o,"The MAGAts have short memories and no concept of history. They don’t recall “Laetrile,” a supposed miracle cancer cure of the late 1970s. The rubes were up in arms over this quackery until Steve McQueen insisted on using it to combat his lung cancer. Yeah he died. Ended that “cure” right there.",potential-unsafe-medication-advice
3lr6z65dnl22t,"Why cancer patients are being lured from hospitals to hashtags; and what I’ve learned rummaging through the steaming compost heap of so-called ‘miracle’ cures. . #column #cancer #cancerpatients #cancersurvivor #cures #cancercures #fake #charlatan #cure  . https://www.google.com/search?q=www.dailydoseofdisbelief.com/snake-oil-an...",potential-unverified-cure
3lqx5qnvemk2z,"youtube.com/watch?v=v-QJ... This regime is destroying it all! A vaccine for cancer? A miracle cure. Instead this regime wants to poison us and take away our healthcare.",potential-unverified-cure
3lqgmkow6vk2f,"Make miracles easier to get,and give,please. Imagine if we could ask for and get a miracle, and I don't mean a parking space,but a cancer cure would be 1 I would love to be able to have you give to those needing it. As the lord God,should be just a nose wiggle,wiggle,right?",potential-unverified-cure
3lpylgsefxc2x,"THIS is the ""miracle cure"" for autism, cancer and Covid that trump and RFK,Jr will be peddling soon. It's BLEACH!  #autism #trump #disabilities #cancer #covid  abc7.com/autism-churc...",potential-unsafe-medication-advice
3lpwhoa44bk2m,"If he's still alive, in September, trump will announce he has a ""miracle cure"" for cancer, autism and Covid. It's bleach. If you remember, he promoted bleach as a Covid cure in his first presidency. He wants disabled people to die. 😥",potential-unsafe-medication-advice
3lpok7xaasc2h,"trump and RFK,Jr. WILL try to sell this as a ""miracle cure"" for cancer, Covid and autism. It's MURDER!  #autism #cancer #covid #trump #rfk,jr  www.theguardian.com/us-news/2025...",potential-unverified-cure
3lpnlemu2cs2z,"the man literally voted to defund cancer research, and supposedly tried to cure his with hocum he and his buddies have pushed as being a miracle cure for everything.  This is what he deserves in spades.",potential-unverified-cure
3lpjzkss4ok2b,"trump wants to make a fortune selling this ""miracle cure"" for cancer, covid and autism. Typical trump M.O. - make a fortune exploiting the desperate and poor.",potential-unverified-cure
3lpgz2vemds2p,"I'm afraid not. RFK,Jr. has been promoting this deadly ""miracle cure"" for autism, cancer and Covid for years. Of course, trump decided he will announce he's ""cur...ed"" all those things and will probably sell it for a huge profit. Preying on the less fortunate like he always does.",potential-unverified-cure
3lp2jzdzhvk2m,"Smart people can be stupid. Ex A: Steve Jobs thought that he could cure pancreatic cancer by drinking organic smoothies. Medicine and science are miracle human discoveries. Don’t give stupid people power https://www.google.com/search?q=www.nytimes.com/2025/05/12/o...",unverified-supplement-claims
3lor4jk4mxc2j,"For years, RFK,Jr has been pushing a ""miracle cure"" for autism. It's a bleach solution with one cancer med. added. It's deadly. It was sold in parts of Europe and was immediately banned due to deaths. www.bbc.com/news/article...",potential-unsafe-medication-advice
3lo76ecv7ss2r,"doesn't mean that it can cure cancer! Eating things to stop you farting doesn't mean you don't need vaccinating. Prayer may help people feel a bit better and even heal slightly quicker when they break their leg or get a chest infection, but that doesn't mean it is a miracle cure for chronic illness.",potential-unverified-cure
3lo5ej4tde22e,"What in the f-,ironboomerstl.bsky.social,at://did:plc:pybqqodo75tzntmzlqfwln3i/app.bsky.feed.post/3lo5ej4tde22e",potential-unverified-cure
3lnsohpq5jk2y,"We are somehow back to the promotion of drinking bleach as a miracle cure for both cancer and COVID in this year of our lord 2025. https://www.google.com/search?q=www.theguardian.com/us-news/2025...",potential-unsafe-medication-advice
3lnsk6pvjlc2p,"Seems something amiss about the connection between a ‘Truth Seeking Conference’ and a ‘bleach as a miracle cure for autism and cancer’ speaker… Now what could that be…🤔",potential-unsafe-medication-advice
3lns7pjcv3226,"Meet Andreas Kalcker. Quack, huckster. Sells the “miracle cure” chlorine dioxide. Bleach. Andreas will tell you it cures cancer, COVID, and autism. Sign up for one of his sessions and I’m sure he’ll give you the details and probably spin a story or two about health officials conspiring against him 🙄",potential-unsafe-medication-advice
3lnlpvrbidk2b,"The purpose of life is obviously 42.  To obtain 1 million dollars, start a YouTube channel in which you make unsubstantiated claims about how things like turmeric and baking soda will cure cancer. Call them miracle cures and sell your own versions.",unverified-supplement-claims
3lnkk4hni6c2s,"And Musk says DOGE discovered the cure for cancer that the govt has been hiding! I’m SURE he didn’t say it as justification for ending cancer research, & he will be releasing this miracle-cure ANY DAY NOW.",potential-unverified-cure
3lnfw24mwqk2d,"Vaccines cause--  My brother in Christ, people used to drink Radium as a miracle cure. People died of fucking cancer. People got seizures and shit.  They did not know what to call this shit but if you went back and told them it had a name they'd probably have used it.",potential-unsafe-medication-advice
3ln3lucqpvc2p,"What the bloody hell!  David Geier& his father, Mark, fleeced families of $5-6K per month promising prostate cancer drug Lupron as a ""miracle cure"" for Autism.   Mark Geier had his med license pulled in 9 states &David was fined, and now chosen by RFK jr  CONS AND GRIFTERS @fetterman.senate.gov",potential-unsafe-medication-advice
3ln3kebpnzc2h,"David Geier and his father, Mark, fleeced families of $5-6K per month promising prostate cancer drug Lupron as a ""miracle cure"" for Autism.   Mark Geier had his med license pulled in 9 states and David was fined for practicing medicine without a license.  Their papers were retracted.   Disgraceful",potential-unsafe-medication-advice
3lmkvyqxmss2d,"RFK Jr promised to find the causes of Autism and cure it by September. I'm going to hold him to it.   Iirc Trump also promised to cure cancer at some point. Not sure where we are with that one but I'm looking forward to that medical miracle as well.",potential-unverified-cure
3llubnj2ngk27,"We warned them that cutting science budgets would mean decimation of cancer research.,luckytran.com,at://did:plc:dcpvyzm4ou74j6zcz67il5fk/app.bsky.feed.post/3llubnj2ngk27",potential-unverified-cure
3llsmf2rmkk2w,"Ah Megan, I see your high and mighty attitude does have a limit. Too bad it involved you bootlicking a man who looked down on your father for being a POW,linuxrebel.org,at://did:plc:4qibjdue5ekzdedsxeysicbr/app.bsky.feed.post/3llsmf2rmkk2w",potential-unverified-cure
3llsggpcy7k2i,"Hey Meghan maybe the signal that this turd didn’t give a crap about your father’s death from brain cancer was when he told his senior staff “we’re not going to support that loser’s funeral,” and then called him a “fucking loser”",potential-unverified-cure
3llrogh7kac2g,"Adding #AltText.",potential-unverified-cure
3llrkkddh4c2v,"At least Meghan McCain is heartbroken, heartbroken,joparkerbear.bsky.social,at://did:plc:btj7htumgboprmobfodhw7wu/app.bsky.feed.post/3llrkkddh4c2v",potential-unverified-cure
3llrjylplx22j,"RT with Alttext   How it started // how it's going",potential-unverified-cure
3llrjpwxhhk2b,"It’s demonstrative of how the GOP views govt spending: necessary when it serves their own individual interests, but wasteful when it serves the interests of others. (Images reposted with alt text)",potential-unverified-cure
3llrir7t7h62v,"Alt text retrieved,alt-text.bsky.social,at://did:plc:ck5xa2cgd3negu6usqedzjbf/app.bsky.feed.post/3llrir7t7h62v",potential-unverified-cure
3lknzgo56kr2j,"mRNA vaccines are legit a near-miracle tech, there's one in testing that might be able to cure pancreatic cancer, and this fucking degenerate might take them from us arstechnica.com/health/2025/...",potential-unverified-cure
3lkle5yijns2w,"A MIRACLE CANCER-CURE? Pancreatic cancer is almost 100% lethal, painfully, within a few years. And Trump wants throw it away. I hope none of his family may get Pancreatic cancer.",potential-unverified-cure
3lkk2k4vrm22h,"I've known two people who died of pancreatic cancer, and it's one of the most horrific scourges of medicine. A cure would be a miracle, throwing it away because of some greedy, cynical crank is unthinkable.",potential-unverified-cure
3lkid457flc2w,"Ofcom has fined The Word Network over claims that ‘miracle spring water’ could ‘cure cancer’. Peter Popoff Ministries claimed that the water “cured serious illnesses” and that “miracle money” would appear. The regulator has slapped The Word Network with a £150,000 penalty fee over the incident.",unverified-supplement-claims
3lkb6zoqvbu27,"The UK’s broadcasting regulator has fined a religious TV channel for advertising “miracle water” that it implied could cure cancer and erase debt.",unverified-supplement-claims
3lk6d3o37a72w,"The TV channel for people whose dictionaries probably don't include the word ""gullible"" and its definition. Religious channel fined £150,000 over claim miracle water product can cure cancer, says Ofcom - Sky News",unverified-supplement-claims
3lk55c2z4x22v,"RFK Jr. Will Need a Miracle Cure to Fight Cancer on Trump’s Budget At the same time Trum's pledging to reverse childhood cancer rates, he and attack #doge Musk gutting federal health agencies to help pay for huge tax breaks for corps and uber rich Elliott Negin  www.commondreams.org/opinion/rfk-...",potential-unverified-cure
3lk4tc6aqmc23,"‘Miracle spring water’ lands Christian TV channel with £150,000 Ofcom fine  A religious TV channel has been fined £150,000 for giving UK airtime to an evangelist selling “miracle spring water” that was claimed to cure illnesses such as lung cancer and diabetes and produce huge financial windfalls.",unverified-supplement-claims
3lk4m2ow6622z,"Cue JD Vance moaning about free speech...  'A religious TV channel has been fined £150,000 for giving UK airtime to an evangelist selling ""miracle spring water"" that was claimed to cure illnesses such as lung cancer and diabetes and produce financial windfalls.'  www.theguardian.com/media/2025/m...",unverified-supplement-claims
3lk4kjfo5oc2q,"Now he did make a few wild claims like his diets could cure all disease, but I do think that a lot of folks subscribed to his philosophy precisely bc of what you saying. Of course eating healthier will make you less likely to be sick 😭😭😭   That ain’t no damn miracle and it isn’t curing cancer or HIV",risky-fasting-detox-content
3lk4bkkkdpc2k,"www.theguardian.com/media/2025/m... ""A religious TV channel has been fined £150,000 for giving UK airtime to an evangelist selling “miracle spring water” that was claimed to cure illnesses such as lung cancer and diabetes and produce huge financial windfalls""",unverified-supplement-claims
3ljxofj2etc2c,"Maxie's repregnancy.  Any and all rapemances  Willow's last minute stage 4 cancer cure miracle,yvalarevolution.bsky.social,at://did:plc:2lfsjnkcmffehlbz5bwijhlh/app.bsky.feed.post/3ljxofj2etc2c",potential-unverified-cure
3ljqkd525nk2f,"This is why I hate the woo woo shit with the fire of a thousand suns. A cancer diagnosis is terrible and you feel desperate and there all these ghouls promising a miracle cure. I can see why people will grab at any life line. My husband was told that giving up sugar would cure him.",unverified-supplement-claims
3ljq6pfkecc2v,"Ran into a thread full of ivermectin cultists the other day on FB, claiming it was a wonder drug and could cure and be prophylaxis for everything from cancer to covid.  The venn diagram between wonder drug or miracle cure pushers and anti-vaxxers is basically a circle, and I don't get it.",potential-unsafe-medication-advice
3ljpfwikzn22a,"It’s like I have a cancer.  The cancer is called alcoholism.  It will kill me sooner rather than later.  But miraculously there is a cure for my cancer and it’s called “recovery’.”  At the heart of this miracle is that only I can administer this cure. (See next post)",potential-unverified-cure
3ljoaelcsic2o,"I am appalled and disgusted how Trump used that 13 yr old child with brain cancer last night as a prop. He knows damn well that the GOP cut childhood cancer research from the budget. I am awed by that child’s bravery and hope he gets the miracle of a cure but it won’t come from Trump!",potential-unverified-cure
3ljkkaiqbt224,"Pancreatic cancer, I believe. And it doesn't just prevent the cancer. It CURES it.   We finally have a cure for a very deadly cancer. A medical miracle!  And they want to ban it!  MAGA is a #DeathCult",potential-unverified-cure
3lisfdrqi5c2b,"Some Americans believe the Earth is flat.  Some Americans believe blue fabric dye is a miracle cure for stage 4 cancer.  Some Americans believe Trump is black and a descendant of King David.  Some Americans are clinically stupid.",potential-unsafe-medication-advice
3lik3ckgekk24,"It’s just so dangerous and wrong. There is no miracle food or supplement that will cure cancer. These people are horrendous. All we can do is our best to follow general healthy guidelines and be bloody grateful we have modern medicine,missymollymol.bsky.social,at://did:plc:52zjvrldhjgwiabpqgkbxse7/app.bsky.feed.post/3lik3ckgekk24",unverified-supplement-claims
3li6ptvouc22p,"I am so sorry about your husband. My husband died of brain cancer. At the end, a few people recommended the same thing. That was 2020 before most of this madness occurred. Do they really think there is a miracle cure for cancer - and the gov’t is hiding it? It’s all insanity.",potential-unverified-cure
3li4cbljx2c2p,"Example 3: Diet and Wellness Scams  ""Healthy Living"" vs. Miracle Cures  Motte: ""Eating healthy and avoiding processed foods is good for your health.""  Bailey: ""Big Pharma is lying to you! Buy my overpriced supplements, and they'll cure cancer and reverse aging!""",unverified-supplement-claims
3li3aoc5sx22q,"America no longer needs vaccines, medicine, or doctors.  According to RFK Jr, all you need is horse dewormer and Methylene Blue - the latest nut-job miracle cure for stage 4 cancer and anti-ageing snake oil.",potential-unsafe-medication-advice
